Source sentence,Answer sentence
"ran , band yang terdiri dari rayi , asta , dan nino , menjadi pembuka java soundsfair 2014 yang digelar mulai jumat , 24 oktober hingga minggu , 26 oktober , di jakarta convention center ( jcc ) , jakarta .",jakarta adalah entitas lokasi .
"bake - a - boo juga tawarkan sensasi paduan es kopi susu dengan baileys .",bake adalah entitas produk .
"bake - a - boo juga tawarkan sensasi paduan es kopi susu dengan baileys .",a adalah entitas produk .
"bake - a - boo juga tawarkan sensasi paduan es kopi susu dengan baileys .",boo adalah entitas produk .
"bake - a - boo juga tawarkan sensasi paduan es kopi susu dengan baileys .",es kopi susu adalah entitas makanan .
"bake - a - boo juga tawarkan sensasi paduan es kopi susu dengan baileys .",baileys adalah entitas makanan .
"deklarasi serpong ini dipimpin oleh dirjen pendidikan islam prof kamarauddin amin .",kamarauddin amin adalah entitas tokoh .
"kaldereta terkadang kadang jugamasak dengan saus tomat .",kaldereta adalah entitas makanan .
"kaldereta terkadang kadang jugamasak dengan saus tomat .",saus tomat adalah entitas makanan .
"" seorang penembak jitu menembak tersangka pria sementara yang wanita ada di tahanan , " kata sheriff wilayah osceola bob hansell .",osceola adalah entitas lokasi .
"" seorang penembak jitu menembak tersangka pria sementara yang wanita ada di tahanan , " kata sheriff wilayah osceola bob hansell .",bob hansell adalah entitas tokoh .
"pesta pantai yang meriah bersama para kerabat , hingga peluncuran kosmetik kylie cosmetic edisi ulang-tahun adalah dua yang tercatat memeriahkan hari itu .",kosmetik kylie cosmetic adalah entitas produk .
"sebelumnya , dipo dalam akun twitternya @dipoalam49 menulis status umaro , ulama umat islam di indonesia secara umum sudah baik , mari liat kedepan , tidak baik pimpinannya dicerca oleh yang non-muslim fms .",dipo adalah entitas tokoh .
"sebelumnya , dipo dalam akun twitternya @dipoalam49 menulis status umaro , ulama umat islam di indonesia secara umum sudah baik , mari liat kedepan , tidak baik pimpinannya dicerca oleh yang non-muslim fms .",indonesia adalah entitas lokasi .
"sebelumnya , dipo dalam akun twitternya @dipoalam49 menulis status umaro , ulama umat islam di indonesia secara umum sudah baik , mari liat kedepan , tidak baik pimpinannya dicerca oleh yang non-muslim fms .",fms adalah entitas tokoh .
"wakil presiden jusuf kalla pernah berkomentar mengenai masalah ini pada juni .",jusuf kalla adalah entitas tokoh .
"gitaris kelompok musik michael learns to rock , mikkel lentz , turun dari panggung untuk menyapa penonton dalam “ romactic valentine concert mltr ” di jakarta , rabu ( 19 / 2 ) malam .",michael learns to rock adalah entitas produk .
"gitaris kelompok musik michael learns to rock , mikkel lentz , turun dari panggung untuk menyapa penonton dalam “ romactic valentine concert mltr ” di jakarta , rabu ( 19 / 2 ) malam .",mikkel lentz adalah entitas tokoh .
"gitaris kelompok musik michael learns to rock , mikkel lentz , turun dari panggung untuk menyapa penonton dalam “ romactic valentine concert mltr ” di jakarta , rabu ( 19 / 2 ) malam .",romactic valentine concert mltr adalah entitas event .
"gitaris kelompok musik michael learns to rock , mikkel lentz , turun dari panggung untuk menyapa penonton dalam “ romactic valentine concert mltr ” di jakarta , rabu ( 19 / 2 ) malam .",jakarta adalah entitas lokasi .
"semula , pemenang putri indonesia berhak mengikuti miss universe dan miss world sebagai wakil dari indonesia .",putri indonesia adalah entitas event .
"semula , pemenang putri indonesia berhak mengikuti miss universe dan miss world sebagai wakil dari indonesia .",miss universe adalah entitas event .
"semula , pemenang putri indonesia berhak mengikuti miss universe dan miss world sebagai wakil dari indonesia .",miss world adalah entitas event .
"semula , pemenang putri indonesia berhak mengikuti miss universe dan miss world sebagai wakil dari indonesia .",indonesia adalah entitas lokasi .
"tapi bagi marc marquez , kompatriot senegara lorenzo , dari tim repsol honda , musim ini menyisakan kegetiran .",marc marquez adalah entitas tokoh .
"tapi bagi marc marquez , kompatriot senegara lorenzo , dari tim repsol honda , musim ini menyisakan kegetiran .",lorenzo adalah entitas tokoh .
"tapi bagi marc marquez , kompatriot senegara lorenzo , dari tim repsol honda , musim ini menyisakan kegetiran .",repsol honda adalah entitas produk .
"di tingkat pertama , kubu djan faridz dimenangkan hingga menganulir surat keputusan menteri hukum dan ham , yasonna laloly yang mengesahkan kepengurusan ppp kubu romahurmuziy .",djan faridz adalah entitas tokoh .
"di tingkat pertama , kubu djan faridz dimenangkan hingga menganulir surat keputusan menteri hukum dan ham , yasonna laloly yang mengesahkan kepengurusan ppp kubu romahurmuziy .",yasonna laloly adalah entitas tokoh .
"di tingkat pertama , kubu djan faridz dimenangkan hingga menganulir surat keputusan menteri hukum dan ham , yasonna laloly yang mengesahkan kepengurusan ppp kubu romahurmuziy .",romahurmuziy adalah entitas tokoh .
"konser ini merupakan konser kedua bagi iglesias di indonesia , setelah konser pertamanya pada 1996 silam .",indonesia adalah entitas lokasi .
"konser ini merupakan konser kedua bagi iglesias di indonesia , setelah konser pertamanya pada 1996 silam .",konser adalah entitas event .
"menurut sri , pihaknya juga telah berkoordinasi dengan kementerian komunikasi dan informatika serta badan regulator telekomunikasi indonesia untuk bekerja sama menangani kasus " telemarketing " tanpa persetujuan konsumen itu .",sri adalah entitas tokoh .
"" dia diduga depresi . karena memang dari pemeriksaan saksi yang kita lakukan , gejala depresi dia sudah terlihat sebelum berangkat ( kapal masih bersandar di pelabuhan ) , " ujar yos .",yos adalah entitas tokoh .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",indonesia adalah entitas lokasi .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",bank dunia adalah entitas produk .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",bank dunia( international monetary fund adalah entitas produk .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",international bank for reconstruction and development adalah entitas produk .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",adb asian development bank adalah entitas produk .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",ida ( international development association adalah entitas produk .
"sementara , secara multilateral , indonesia menerima pinjaman dari bank dunia ( termasuk dari salah-satu lembaga di bawah bank dunia( international monetary fund ) , international bank for reconstruction and development ) , adb asian development bank ) , ida ( international development association ) dan idb ( islamic development bank ) .",idb ( islamic development bank adalah entitas produk .
"wikinews telah mengkonfirmasi bahwa berita tersebut akurat melalui diskusi dengan yang berusaha mengakses wikipedia dari china .",wikinews adalah entitas produk .
"wikinews telah mengkonfirmasi bahwa berita tersebut akurat melalui diskusi dengan yang berusaha mengakses wikipedia dari china .",wikipedia adalah entitas produk .
"wikinews telah mengkonfirmasi bahwa berita tersebut akurat melalui diskusi dengan yang berusaha mengakses wikipedia dari china .",china adalah entitas lokasi .
"krisdayanti bikin heboh meet and greet film ayat-ayat cinta 2 di hartono mall yogyakarta .",krisdayanti adalah entitas tokoh .
"krisdayanti bikin heboh meet and greet film ayat-ayat cinta 2 di hartono mall yogyakarta .",meet and greet adalah entitas event .
"krisdayanti bikin heboh meet and greet film ayat-ayat cinta 2 di hartono mall yogyakarta .",ayat-ayat cinta 2 adalah entitas produk .
"krisdayanti bikin heboh meet and greet film ayat-ayat cinta 2 di hartono mall yogyakarta .",hartono mall yogyakarta adalah entitas lokasi .
"jakarta , cnn indonesia -- semua orang pasti tahu kalau sushi terbuat dari nasi yang digulung dan diisi dengan tambahan isian serta nori atau lembaran rumput-laut .",jakarta adalah entitas lokasi .
"jakarta , cnn indonesia -- semua orang pasti tahu kalau sushi terbuat dari nasi yang digulung dan diisi dengan tambahan isian serta nori atau lembaran rumput-laut .",cnn indonesia adalah entitas produk .
"jakarta , cnn indonesia -- semua orang pasti tahu kalau sushi terbuat dari nasi yang digulung dan diisi dengan tambahan isian serta nori atau lembaran rumput-laut .",sushi adalah entitas makanan .
"jakarta , cnn indonesia -- semua orang pasti tahu kalau sushi terbuat dari nasi yang digulung dan diisi dengan tambahan isian serta nori atau lembaran rumput-laut .",nasi adalah entitas makanan .
"jakarta , cnn indonesia -- semua orang pasti tahu kalau sushi terbuat dari nasi yang digulung dan diisi dengan tambahan isian serta nori atau lembaran rumput-laut .",nori adalah entitas makanan .
"jakarta , cnn indonesia -- semua orang pasti tahu kalau sushi terbuat dari nasi yang digulung dan diisi dengan tambahan isian serta nori atau lembaran rumput-laut .",rumput-laut adalah entitas makanan .
"partai nasional demokrat dan partai persatuan pembangunan pernah mengatakan siap mendukung kalla .",kalla adalah entitas tokoh .
"saat ini c-hr diproduksi di toyota motor manufacturing turkey ( tmmt ) di sakarya , turkey .",c-hr adalah entitas produk .
"saat ini c-hr diproduksi di toyota motor manufacturing turkey ( tmmt ) di sakarya , turkey .",toyota motor manufacturing turkey adalah entitas produk .
"saat ini c-hr diproduksi di toyota motor manufacturing turkey ( tmmt ) di sakarya , turkey .",tmmt adalah entitas produk .
"saat ini c-hr diproduksi di toyota motor manufacturing turkey ( tmmt ) di sakarya , turkey .",sakarya adalah entitas lokasi .
"saat ini c-hr diproduksi di toyota motor manufacturing turkey ( tmmt ) di sakarya , turkey .",turkey adalah entitas lokasi .
"" kami menyatakan kepastian ' jogjarockarta ' akan berlangsung 2 hari pada tanggal 29 – 30 september 2017 dengan penampil utama dream theater . "",jogjarockarta adalah entitas event .
"" kami menyatakan kepastian ' jogjarockarta ' akan berlangsung 2 hari pada tanggal 29 – 30 september 2017 dengan penampil utama dream theater . "",dream theater adalah entitas produk .
"menurut jaksa agung , hm prasetyo , penetapan tersangka ini tak bisa dikaitkan dengan urusan kasus di kejaksaan agung ( kejagung ) .",hm prasetyo adalah entitas tokoh .
"misalnya , dekat pintu masuk gereja padang gembala , di kantor pemerintah depan alun-alun , serta dekat kantor aktivis ham .",pintu masuk gereja padang gembala adalah entitas lokasi .
"misalnya , dekat pintu masuk gereja padang gembala , di kantor pemerintah depan alun-alun , serta dekat kantor aktivis ham .",kantor pemerintah depan alun-alun adalah entitas lokasi .
"misalnya , dekat pintu masuk gereja padang gembala , di kantor pemerintah depan alun-alun , serta dekat kantor aktivis ham .",kantor aktivis ham adalah entitas lokasi .
"acer salah-satu pemain lama di produk notebook , hari ini resmi memperkenalkan jajaran notebook gaming terbarunya dengan sebutan predator dengan dua ukuran layar yang berbeda yaitu 15 dan 17 inci , notebook yang memang ditujukan untuk kalangan gamers ini sempat diperkenalkan di ajang pameran ifa yang berlangsung di berlin pada bulan september lalu .",acer adalah entitas produk .
"acer salah-satu pemain lama di produk notebook , hari ini resmi memperkenalkan jajaran notebook gaming terbarunya dengan sebutan predator dengan dua ukuran layar yang berbeda yaitu 15 dan 17 inci , notebook yang memang ditujukan untuk kalangan gamers ini sempat diperkenalkan di ajang pameran ifa yang berlangsung di berlin pada bulan september lalu .",predator adalah entitas produk .
"acer salah-satu pemain lama di produk notebook , hari ini resmi memperkenalkan jajaran notebook gaming terbarunya dengan sebutan predator dengan dua ukuran layar yang berbeda yaitu 15 dan 17 inci , notebook yang memang ditujukan untuk kalangan gamers ini sempat diperkenalkan di ajang pameran ifa yang berlangsung di berlin pada bulan september lalu .",pameran ifa adalah entitas event .
"acer salah-satu pemain lama di produk notebook , hari ini resmi memperkenalkan jajaran notebook gaming terbarunya dengan sebutan predator dengan dua ukuran layar yang berbeda yaitu 15 dan 17 inci , notebook yang memang ditujukan untuk kalangan gamers ini sempat diperkenalkan di ajang pameran ifa yang berlangsung di berlin pada bulan september lalu .",berlin adalah entitas lokasi .
"man dijemput oleh pihak kejaksaan negeri depok dari lp pondok rajeg , cibinong , bogor , kemudian dihadirkan ke meja persidangan . sidang perdana ini digelar tertutup .",man adalah entitas tokoh .
"man dijemput oleh pihak kejaksaan negeri depok dari lp pondok rajeg , cibinong , bogor , kemudian dihadirkan ke meja persidangan . sidang perdana ini digelar tertutup .",lp pondok rajeg adalah entitas lokasi .
"man dijemput oleh pihak kejaksaan negeri depok dari lp pondok rajeg , cibinong , bogor , kemudian dihadirkan ke meja persidangan . sidang perdana ini digelar tertutup .",cibinong adalah entitas lokasi .
"man dijemput oleh pihak kejaksaan negeri depok dari lp pondok rajeg , cibinong , bogor , kemudian dihadirkan ke meja persidangan . sidang perdana ini digelar tertutup .",bogor adalah entitas lokasi .
"produsen ban achilles ( pt multi arah sarana , tbk ) menjadi ban resmi manchester united di indonesia .",achilles adalah entitas produk .
"produsen ban achilles ( pt multi arah sarana , tbk ) menjadi ban resmi manchester united di indonesia .",pt multi arah sarana , tbk adalah entitas produk .
"produsen ban achilles ( pt multi arah sarana , tbk ) menjadi ban resmi manchester united di indonesia .",manchester united adalah entitas produk .
"produsen ban achilles ( pt multi arah sarana , tbk ) menjadi ban resmi manchester united di indonesia .",indonesia adalah entitas lokasi .
"hamilton mengunci gelar juara dunia meski cuma finis kesembilan dalam balapan gp meksiko di autodromo hermanos rodriguez , senin ( 30/10/2017 ) dinihari wib .",hamilton adalah entitas tokoh .
"hamilton mengunci gelar juara dunia meski cuma finis kesembilan dalam balapan gp meksiko di autodromo hermanos rodriguez , senin ( 30/10/2017 ) dinihari wib .",autodromo adalah entitas lokasi .
"biasanya , warung-warung nasi bakepor di samarinda mendapatkan ikan sebagai bahan pembuat nasi bakepor langsung dari sungai mahakam .",nasi adalah entitas makanan .
"biasanya , warung-warung nasi bakepor di samarinda mendapatkan ikan sebagai bahan pembuat nasi bakepor langsung dari sungai mahakam .",samarinda adalah entitas lokasi .
"biasanya , warung-warung nasi bakepor di samarinda mendapatkan ikan sebagai bahan pembuat nasi bakepor langsung dari sungai mahakam .",nasi bakepor adalah entitas makanan .
"biasanya , warung-warung nasi bakepor di samarinda mendapatkan ikan sebagai bahan pembuat nasi bakepor langsung dari sungai mahakam .",sungai mahakam adalah entitas lokasi .
"" informasi tersebut belum ada dan tidak benar , " kata johan .",johan adalah entitas tokoh .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",serangan 11 september adalah entitas event .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",september 11 adalah entitas event .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",september 11th adalah entitas event .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",9 adalah entitas event .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",11 adalah entitas event .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",new york city adalah entitas lokasi .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",washington adalah entitas lokasi .
"serangan 11 september ( disebut september 11 , september 11th atau 9 / 11 ) , dalah serangkaian empat serangan bunuh diri yang telah diatur terhadap beberapa target di new york city dan washington , d. c. pada 11 september 2001 .",d. c. adalah entitas lokasi .
"sebuah album baru dengan delp bernyanyi dilaporkan telah dalam pembuatan , tetapi tanggal rilis nya belum pernah diberikan .",delp adalah entitas tokoh .
"menurut spekulasi dia telah diserang dengan peluru kendali amerika serikat , yang saat ini teridentifikasi ditembakkan dari pesawat pembunuh tanpa berawak di waziristan utara , pakistan , dan selusin lebih militan juga dilaporkan terbunuh .",amerika serikat adalah entitas lokasi .
"menurut spekulasi dia telah diserang dengan peluru kendali amerika serikat , yang saat ini teridentifikasi ditembakkan dari pesawat pembunuh tanpa berawak di waziristan utara , pakistan , dan selusin lebih militan juga dilaporkan terbunuh .",waziristan utara adalah entitas lokasi .
"menurut spekulasi dia telah diserang dengan peluru kendali amerika serikat , yang saat ini teridentifikasi ditembakkan dari pesawat pembunuh tanpa berawak di waziristan utara , pakistan , dan selusin lebih militan juga dilaporkan terbunuh .",pakistan adalah entitas lokasi .
"" tapi partai meminta ustadz salim bersabar , menunggu sby " terang sumber internal pks .",salim adalah entitas tokoh .
"" tapi partai meminta ustadz salim bersabar , menunggu sby " terang sumber internal pks .",sby adalah entitas tokoh .
"tribunnews . com - pertandingan semifinal piala presiden 2018 dipastikan mengalami perubahan jadwal .",tribunnews . com adalah entitas produk .
"tribunnews . com - pertandingan semifinal piala presiden 2018 dipastikan mengalami perubahan jadwal .",piala adalah entitas event .
"tribunnews . com - pertandingan semifinal piala presiden 2018 dipastikan mengalami perubahan jadwal .",presiden 2018 adalah entitas produk .
"tol yang terpantau padat juga di tol jorr kawasan pondok indah ke arah rorotan km 43 . " ada kecelakaan truk muatan tiang lepas ban . kepadatan 2 km menjelang tkp, " imbuhnya .",tol jorr kawasan pondok indah adalah entitas lokasi .
"tol yang terpantau padat juga di tol jorr kawasan pondok indah ke arah rorotan km 43 . " ada kecelakaan truk muatan tiang lepas ban . kepadatan 2 km menjelang tkp, " imbuhnya .",rorotan km 43 adalah entitas lokasi .
"hal itu dijadwalkan untuk diserahkan pada lembaga inovasi industrial perancis akhir bulan ini .",perancis adalah entitas produk .
"tapi kan sebelumnya wilayah ini dianggap wilayah belakangnya jakarta , seperti dapur .",jakarta adalah entitas lokasi .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",venturebeat adalah entitas produk .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",eich adalah entitas tokoh .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",li gong adalah entitas tokoh .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",mozilla cina adalah entitas produk .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",mitchell baker adalah entitas tokoh .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",mozilla adalah entitas produk .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",eich adalah entitas tokoh .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",mozilla foundation adalah entitas produk .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",firefox os adalah entitas produk .
"dilansir dari venturebeat , eich akan berkolaborasi dengan li gong sebagai chief operating officer ( coo ) , yang sebelumnya mengepalai mozilla cina . selain-itu , mitchell baker , co-founder dan executive chairwoman mozilla - yang telah bermitra dengan eich selama 15 tahun - juga akan mendukung proyek mozilla foundation dalam pengembangan smartphone murah seharga us$25 berbasis firefox os , seperti dikutip cnet .",cnet adalah entitas produk .
"ke depannya , nurul berharap jokowi bisa lebih tampil untuk bisa mengintegrasikan pemerintahan dengan gaya dan kemampuan dia sendiri .",nurul adalah entitas tokoh .
"ke depannya , nurul berharap jokowi bisa lebih tampil untuk bisa mengintegrasikan pemerintahan dengan gaya dan kemampuan dia sendiri .",jokowi adalah entitas tokoh .
"siswono mendukung golkar ikut bergabung dalam pemerintahan presiden dan wakil presiden terpilih joko widodo - jusuf kalla .",siswono adalah entitas tokoh .
"siswono mendukung golkar ikut bergabung dalam pemerintahan presiden dan wakil presiden terpilih joko widodo - jusuf kalla .",joko widodo adalah entitas tokoh .
"siswono mendukung golkar ikut bergabung dalam pemerintahan presiden dan wakil presiden terpilih joko widodo - jusuf kalla .",jusuf kalla adalah entitas tokoh .
"game keenam pada 16 juni mendatang akan dimainkan di kandang cavaliers , quicken loans arena , cleveland , ohio .",cavaliers adalah entitas produk .
"game keenam pada 16 juni mendatang akan dimainkan di kandang cavaliers , quicken loans arena , cleveland , ohio .",quicken loans arena adalah entitas lokasi .
"game keenam pada 16 juni mendatang akan dimainkan di kandang cavaliers , quicken loans arena , cleveland , ohio .",cleveland adalah entitas lokasi .
"game keenam pada 16 juni mendatang akan dimainkan di kandang cavaliers , quicken loans arena , cleveland , ohio .",ohio adalah entitas lokasi .
"persidangan dipimpin hakim ketua wahyu widya nurfitri . usai sidang selama 30 menit , man dikembalikan ke rutan pondog rajeg .",wahyu widya nurfitri adalah entitas tokoh .
"persidangan dipimpin hakim ketua wahyu widya nurfitri . usai sidang selama 30 menit , man dikembalikan ke rutan pondog rajeg .",man adalah entitas tokoh .
"persidangan dipimpin hakim ketua wahyu widya nurfitri . usai sidang selama 30 menit , man dikembalikan ke rutan pondog rajeg .",rutan pondog rajeg adalah entitas lokasi .
"sebagai informasi , hubungan pakistan dan israel memang tak bisa dibilang baik .",pakistan adalah entitas lokasi .
"sebagai informasi , hubungan pakistan dan israel memang tak bisa dibilang baik .",israel adalah entitas lokasi .
"dilansir dari hollywood reporter ( 24/4/2016 ) , skenario biopik wanita berusia 58 itu berjudul blond ambition , ditulis oleh elyse hollander .",hollywood reporter adalah entitas produk .
"dilansir dari hollywood reporter ( 24/4/2016 ) , skenario biopik wanita berusia 58 itu berjudul blond ambition , ditulis oleh elyse hollander .",blond ambition adalah entitas produk .
"dilansir dari hollywood reporter ( 24/4/2016 ) , skenario biopik wanita berusia 58 itu berjudul blond ambition , ditulis oleh elyse hollander .",elyse hollander adalah entitas tokoh .
"usai pelantikan , salah-satu saingan anies-sandi saat pilkada , agus yudhoyono mengakui bahwa pilkada sempat membuat warga jakarta ' terpecah ' .",pilkada adalah entitas event .
"usai pelantikan , salah-satu saingan anies-sandi saat pilkada , agus yudhoyono mengakui bahwa pilkada sempat membuat warga jakarta ' terpecah ' .",agus yudhoyono adalah entitas tokoh .
"usai pelantikan , salah-satu saingan anies-sandi saat pilkada , agus yudhoyono mengakui bahwa pilkada sempat membuat warga jakarta ' terpecah ' .",jakarta adalah entitas lokasi .
"digelar di granballroom hotel fairmont , senayan , pada kamis ( 28/5/2015 ) , panasonic gobel awards ( pga ) 2015 berlangsung meriah .",granballroom hotel fairmont adalah entitas lokasi .
"digelar di granballroom hotel fairmont , senayan , pada kamis ( 28/5/2015 ) , panasonic gobel awards ( pga ) 2015 berlangsung meriah .",senayan adalah entitas lokasi .
"digelar di granballroom hotel fairmont , senayan , pada kamis ( 28/5/2015 ) , panasonic gobel awards ( pga ) 2015 berlangsung meriah .",panasonic gobel awards adalah entitas event .
"digelar di granballroom hotel fairmont , senayan , pada kamis ( 28/5/2015 ) , panasonic gobel awards ( pga ) 2015 berlangsung meriah .",pga adalah entitas event .
"digelar di granballroom hotel fairmont , senayan , pada kamis ( 28/5/2015 ) , panasonic gobel awards ( pga ) 2015 berlangsung meriah .",2015 adalah entitas event .
"selain-itu , bakkar wibowo sebagai project director jogjarockarta juga menjelaskan , " panggung sengaja akan kami desain maksimal dengan sentuhan seniman dan perupa .",bakkar wibowo adalah entitas tokoh .
"selain-itu , bakkar wibowo sebagai project director jogjarockarta juga menjelaskan , " panggung sengaja akan kami desain maksimal dengan sentuhan seniman dan perupa .",project director jogjarockarta adalah entitas tokoh .
"toyota memperkenalkan kendaraan terbarunya berupa mobil elektrik beroda tiga menyerupai sepeda motor , yang dinamai i-road .",toyota adalah entitas produk .
"toyota memperkenalkan kendaraan terbarunya berupa mobil elektrik beroda tiga menyerupai sepeda motor , yang dinamai i-road .",i-road adalah entitas produk .
"salah-satu hidangan es yang memiliki rasa segar dan nikmat adalah es santan susu .",es adalah entitas makanan .
"salah-satu hidangan es yang memiliki rasa segar dan nikmat adalah es santan susu .",es santan susu adalah entitas makanan .
"dalam sidang yang berlangsung sekitar lima menit , dari pukul 9.38 wib hingga 9.42 wib itu , hakim tunggal , i wayan merta , menetapkan sidang pembacaan kesimpulan akan dilakukan pada 1 maret 2016 mendatang .",i wayan merta adalah entitas tokoh .
"sementara itu , berbagai kalangan menilai belum terisinya dua jabatan kepala di dua kantor tersebut , menghambat kinerja aparatur pemerintahan . mereka meminta bupati cianjur segera menunjuk pengganti .",cianjur adalah entitas lokasi .
"rangkaian peringatan hari santri nasional di kota bandung telah berlangsung sejak kamis 26 oktober 2017 .",hari santri nasional adalah entitas event .
